ServerName,ServerVersion,EASInternalURL,EASExternalURL,OABInternalURL,OABExernalURL,OWAInternalURL,OWAExernalURL,ECPInternalURL,ECPExernalURL,AutoDiscName,AutoDiscURI,EWSInternalURL,EWSExernalURL,OutlookAnywhere-InternalHostName(NoneForE2010),OutlookAnywhere-ExternalHostNAme(E2010+)
TBS-PF-01,Version 14.3 (Build 123.4),https://mail.tbs-sct.gc.ca/Microsoft-Server-ActiveSync,,http://mail.tbs-sct.gc.ca/OAB,,https://mail.tbs-sct.gc.ca/owa,,https://mail.tbs-sct.gc.ca/ecp,,TBS-PF-01,https://mail.tbssct.local/Autodiscover/Autodiscover.xml,https://mail.tbs-sct.gc.ca/EWS/Exchange.asmx,,,mail.tbssct.local
TBS-PF-02,Version 14.3 (Build 123.4),https://mail.tbs-sct.gc.ca/Microsoft-Server-ActiveSync,,http://mail.tbs-sct.gc.ca/OAB,,https://mail.tbs-sct.gc.ca/owa,,https://mail.tbs-sct.gc.ca/ecp,,TBS-PF-02,https://mail.tbssct.local/Autodiscover/Autodiscover.xml,https://mail.tbs-sct.gc.ca/EWS/Exchange.asmx,,,mail.tbssct.local
